1.0	Organization	Organization responsible for the data reported.	Header	1:MANY	Y			WC_Organization_v0.3.xsd	ORGANIZATION		
1.0.6	Report	Header for the water summary or water detail report.	Header	1:MANY	Y			WC_Report_v0.3.xsd	REPORT		
1.0.6.1	ReportIdentifier	"A unique identifier assigned to the report by the reporting organization, usually a numeric corresponding to the year for the encapsulated data."	string	35	Y	N		WC_Shared_v0.3.xsd	REPORT	REPORT_ID	
1.0.6.2	ReportingDate	Date the report was generated and added to the database.	Date		Y	N		WC_Shared_v0.3.xsd	REPORT	REPORT_DATE	
1.0.6.3	ReportingYear	"Reporting year (calendar year) that encapuslates the data in the report, can be the same as ReportIdentifier."	string	4	Y	N		WC_Shared_v0.3.xsd	REPORT	REPORT_YEAR	
1.0.6.4	ReportName	"Name of the report, if state wishes to provide a summary of the report."	string	80	N	N		WC_Shared_v0.3.xsd	REPORT	REPORT_NAME	
1.0.6.5	ReportLink	Link to the PDF or web page for the narrative report that contains information about the provided report.	string	300	N	N		WC_Shared_v0.3.xsd	REPORT	REPORT_LINK	
1.0.6.6	YearType	"Report year type: Calendar Year, Water Year, etc.  If not provided, then Calendar Year will be assumed."	string	25	N	Y		WC_Shared_v0.3.xsd	REPORT	YEAR_TYPE	
1.0.6.7	GeospatialReference	Header for the Geospatial Information related to the report.	Header	1:MANY	N			WC_GeospatialReference_v0.3.xsd	GEOSPATIAL_REF		
1.0.6.7.1	WFSType	Header for the Web Feature Service Type	Header	1:MANY	Conditional	N		WC_WFSType_v0.3.xsd	GEOSPATIAL_REF		
1.0.6.7.1.1	WFSDataCategory	Describes whether the WFS is of the Summary data category or Detailed.	string	80	Y	Y	"Required if WFSTypeName is reported (Must be ""SUMMARY"" or ""DETAIL"")"	WC_Shared_v0.3.xsd	GEOSPATIAL_REF	WFS_DATACATEGORY	
1.0.6.7.1.2	WFSTypeName	A reference to what type of summary or detailed data are represented by the web feature service.	string	80	Y	Y	"Required if WFSTypeName is reported (Must be ""AVAILABILITY"", ""WATER SUPPLY"", ""USE"", ""DIVERSION"", ""RETURN FLOW"", OR ""REGULATORY"""	WC_Shared_v0.3.xsd	GEOSPATIAL_REF	WFS_TYPE	
1.0.6.7.1.3	WFSAddressLink	The web feature service URL address.	string	200	Y	N	Required if WFSTypeName is reported	WC_Shared_v0.3.xsd	GEOSPATIAL_REF	WFS_ADDRESS	
1.0.6.7.1.4	WFSFeatureIDFieldText	The column or field that contains a unique identifier for the features in the web feature service.	string	35	Y	N	Required if WFSTypeName is reported	WC_Shared_v0.3.xsd	GEOSPATIAL_REF	WFS_FEATURE_ID_FIELD	
1.0.6.8	ReportingUnit	"The Geo-spatial unit that is the index for data discovery (e.g., HUC-8, County, or Custom Basin Delineation)"	Header	1:MANY	Y			WC_ReportingUnit_v0.3.xsd	REPORTING_UNIT		
1.0.6.8.1	ReportingUnitIdentifier	A unique identifier assigned to the reporting unit by the reporting organization.	string	35	Y	N		WC_Shared_v0.3.xsd	REPORTING_UNIT	REPORT_UNIT_ID	
1.0.6.8.2	ReportingUnitName	Name of the reporting unit	string	300	Y	N		WC_Shared_v0.3.xsd	REPORTING_UNIT	REPORT_UNIT_NAME	
1.0.6.8.3	ReportingUnitTypeName	"The type of unit being represented (i.e.  County, HUC-8, Irrigation District, User-defined boundary,  Etc.)"	string	35	Y	Y	"Preferred to be ""COUNTY"", ""HUC"", or ""CUSTOM"""	WC_Shared_v0.3.xsd	REPORTING_UNIT	REPORT_UNIT_TYPE	
1.0.6.8.4	Location	Location information concerning the Reporting Unit.	Header	1:1	Y			WC_Location_v0.3.xsd	REPORTING_UNIT		
1.0.6.8.4.1	StateCode	Code representing the two-digit abbreviation for the state.	string	2	Y	Y	See the LU_STATE table in the WaDE database for this value	WC_Shared_v0.3.xsd	REPORTING_UNIT	STATE	
1.0.6.8.4.2	CountyFipsCode	County FIPS code (including the state FIPS code) representing the county.	string	5	Conditional	Y	"Either County FIPS Code, Hydrologic Unit Code identifier, or custom Reporting Unit may be provided. If a state has more than one way of indexing their data, they need additional lines for each reporting unit type so that names, etc. can be accomodated."	WC_Shared_v0.3.xsd	REPORTING_UNIT	COUNTY_FIPS	
1.0.6.8.4.3	HydrologicUnitCode	Code representing the USGS Hydrologic Unit Code (HUC) at the most detailed level that the assignment can be made. Leading 0's should be included.	string	12	Conditional	Y	"Either CountyFipsCode, HydrologicUnitCode, GeographicLocation, or all three must be provided."	WC_Shared_v0.3.xsd	REPORTING_UNIT	HUC	
1.0.6.8.5	AvailabilitySummary	Summary of water availability within the reporting unit.	Header	0:MANY	N	N		WC_AvailabilitySummary_v0.3.xsd	SUMMARY_AVAILABILILITY		
1.0.6.8.5.1	WFSReference	Web Feature Service feature reference for the availability estimate.	Header	1:1	N	N		WC_WFSReference_v0.3.xsd	SUMMARY_AVAILABILILITY		
1.0.6.8.5.1.1	WFSFeatureIdentifier	The feature ID reference number	string	12	Y	N	Required if there is a WFS Reference	WC_Shared_v0.3.xsd	SUMMARY_AVAILABILITY	WFS_FEATURE_REF	
1.0.6.8.5.2	AvailabilityTypeName	"The type of water available (e.g., snowpack, precipitation, basin inflows, etc.)"	string	50	Y	N		WC_Shared_v0.3.xsd	SUMMARY_AVAILABILILITY	AVAILABILITY_TYPE	
1.0.6.8.5.3	FreshSalineIndicator	"Indicates whether the water availbility is from fresh water, saline, or mixed water quality sources."	string	10	Y	N		WC_Shared_v0.3.xsd	SUMMARY_AVAILABILILITY	FRESH_SALINE_IND	
1.0.6.8.5.4	SourceTypeName	"Value for the Water Availability Source Type (e.g., surface water, groundwater, reuse, etc.)"	string	10	Y	N		WC_Shared_v0.3.xsd	SUMMARY_AVAILABILILITY	SOURCE_TYPE	
1.0.6.8.5.5	AvailabilityEstimate	Estimate of the water availability for the given time frame as either a volume amount or a relative metric.	Header	1:MANY	Y			WC_AvailabilityEstimate_v0.3.xsd			
1.0.6.8.5.5.1	AvailabilityAmount	Volume of water available in this reporting unit.	Header	1:MANY	Conditional			WC_AvailabilityAmount_v0.3.xsd	S_AVAILABILITY_AMOUNT		
1.0.6.8.5.5.1.1	AmountNumber	"Value of amount of water reported, measured, calculated, or estimated."	decimal	"18,3"	Y	N	Required if AvailabilityAmount is reported	WC_Shared_v0.3.xsd	S_AVAILABILITY_AMOUNT	AMOUNT	
1.0.6.8.5.5.1.2	Method	"Method used to determine the metric, calculation or estimate."	Header	1:1	Y		Required if AvailabilityAmount is reported	WC_Method_v0.3.xsd	S_AVAILABILITY_AMOUNT	METHOD_ID	
1.0.6.8.5.5.1.2.1	MethodContext	The owner of the method. The organization's ORG_ID can be supplied here.	string	10	Y	N	Required if Method is reported	WC_Shared_v0.3.xsd	LU_METHODS	CONTEXT	
1.0.6.8.5.5.1.2.2	MethodName	The name of the method used.	string	35	Y	N	Required if Method is reported	WC_Shared_v0.3.xsd	LU_METHODS	VALUE	
1.0.6.8.5.5.1.2.3	DataCoverageValue	"An indicator of data coverage (i.e., spatial coverage or completeness of the data)"	decimal	"18,3"	N	Y	Should be reported as a percentage	WC_Shared_v0.3.xsd	DATA_QUALITY	DATA_COVERAGE	
1.0.6.8.5.5.1.2.4	DataQualityValue	"An indicator of data quality or grading (e.g. fair, good, best, unreported), or using the NEMS data quality grading system."	string	35	N	N	"Any grading indicator is acceptable, but please use NEMS quality indicators if possible."	WC_Shared_v0.3.xsd	DATA_QUALITY	DATA_QUALITY	
1.0.6.8.5.5.1.2.5	DataConfidenceValue	"An indicator of data confidence, should be a confidence interval (e.g. 90%, 50%, etc.)"	decimal	"18,3"	N	Y	Should be reported as a percentage	WC_Shared_v0.3.xsd	DATA_QUALITY	DATA_CONFIDENCE	
1.0.6.8.5.5.1.3	TimeFrame	"Time frame for the availability estimate, allocation, diversion, or use."	Header	1:1	Y			WC_TimeFrame_v0.3.xsd	S_AVAILABILITY_AMOUNT		
1.0.6.8.5.5.1.3.1	TimeFrameStartName	"Starting date for the availability estimate, allocation, diversion, or use. Report as MM/DD."	string	5	Y	N		WC_Shared_v0.3.xsd	S_AVAILABILITY_AMOUNT	START_DATE	
1.0.6.8.5.5.1.3.2	TimeFrameEndName	"Ending date for the  availability estimate, allocation, diversion, or use. Report as MM/DD."	string	5	Y	N		WC_Shared_v0.3.xsd	S_AVAILABILITY_AMOUNT	END_DATE	
1.0.6.8.5.5.2	AvailabilityMetric	Metric measuring relative availability of water within this reporting unit.	Header	1:MANY	Conditional			WC_AvailabilityMetric_v0.3.xsd	S_AVAILABILITY_METRIC		
1.0.6.8.5.5.2.1	MetricName	Name of the metric	string	35	Y	N	Required if AvailabilityMetric is reported	WC_Shared_v0.3.xsd	LU_METRICS	VALUE	
1.0.6.8.5.5.2.2	MetricValue	Value of the metric for this reporting unit. Higher numbers should indicate more availability.	decimal	"18,3"	Y	N	Required if AvailabilityMetric is reported	WC_Shared_v0.3.xsd	S_AVAILABILITY_METRIC	METRIC_VALUE	
1.0.6.8.5.5.2.3	MetricScaleNumber	Highest allowed value for the metric (i.e. '10' on a scale of 1-10)	decimal	"18,3"	Y	N	Required if AvailabilityMetric is reported	WC_Shared_v0.3.xsd	S_AVAILABILITY_METRIC	METRIC_SCALE	
1.0.6.8.5.5.2.4	ReverseScaleIndicator	This should be marked with a 'Y' if the scale is reversed (i.e. higher numbers indicate less avaialbility)	string	1	N	Y	Only a value of 'Y' is allowed.  Otherwise do not report this data element.	WC_Shared_v0.3.xsd	S_AVAILABILITY_METRIC	REVERSE_SCALE_IND	
1.0.6.8.5.5.2.5	Method	"Method used to determine the metric, calculation or estimate."	Header	1:1	Conditional			WC_Method_v0.3.xsd	S_AVAILABILITY_METRIC	METHOD_ID	
1.0.6.8.5.5.2.5.1	MethodContext	The owner of the method. The organization's ORG_ID can be supplied here.	string	10	Y	Y	Required if Method is reported	WC_Shared_v0.3.xsd	LU_METHODS	CONTEXT	
1.0.6.8.5.5.2.5.2	MethodName	The name of the method used.	string	35	Y	Y	Required if Method is reported	WC_Shared_v0.3.xsd	LU_METHODS	VALUE	
1.0.6.8.5.5.2.5.3	DataCoverageValue	"An indicator of data coverage (i.e., spatial coverage or completeness of the data)"	decimal	"18,3"	N	Y	Should be reported as a percentage	WC_Shared_v0.3.xsd	LU_METHODS	DATA_COVERAGE	
1.0.6.8.5.5.2.5.4	DataQualityValue	"An indicator of data quality or grading (e.g. fair, good, best, unreported), or using the NEMS data quality grading system."	string	35	N	N	"Any grading indicator is acceptable, but please use NEMS quality indicators if possible."	WC_Shared_v0.3.xsd	LU_METHODS	DATA_QUALITY	
1.0.6.8.5.5.2.5.5	DataConfidenceValue	"An indicator of data confidence, should be a confidence interval (e.g. 90%, 50%, etc.)"	decimal	"18,3"	N	Y	Should be reported as a percentage	WC_Shared_v0.3.xsd	LU_METHODS	DATA_CONFIDENCE	
1.0.6.8.5.5.2.6	TimeFrame	"Time frame for the availability estimate, allocation, diversion, or use."	Header	1:1	Y			WC_TimeFrame_v0.3.xsd	S_AVAILABILITY_METRIC		
1.0.6.8.5.5.2.6.1	TimeFrameStartName	"Starting date for the availability estimate, allocation, diversion, or use. Report as MM/DD."	string	5	Y	N		WC_Shared_v0.3.xsd	S_AVAILABILITY_METRIC	START_DATE	
1.0.6.8.5.5.2.6.2	TimeFrameEndName	"Ending date for the  availability estimate, allocation, diversion, or use. Report as MM/DD."	string	5	Y	N		WC_Shared_v0.3.xsd	S_AVAILABILITY_METRIC	END_DATE	
1.0.6.8.6	AllocationSummary	Annual summary of water allocations within the reporting unit.	Header	0:MANY	N			WC_AllocationSummary_v0.3.xsd	SUMMARY_ALLOCATION		
1.0.6.8.6.1	AllocationUse	Beneficial use for which the water is allocated.	Header	1:MANY	Y		At least one instance of Allocation Use is required if AllocationSummary is reported.	WC_AllocationUse_v0.3.xsd	SUMMARY_ALLOCATION		
1.0.6.8.6.1.1	WFSReference	Web Feature Service feature reference for the allocation estimate.	Header	1:1	N	N		WC_WFSReference_v0.3.xsd	SUMMARY_ALLOCATION		
1.0.6.8.6.1.1.1	WFSFeatureIdentifier	The feature ID reference number	string	12	Y	N	Required if there is a WFS Reference	WC_Shared_v0.3.xsd	SUMMARY_ALLOCATION	WFS_FEATURE_REF	
1.0.6.8.6.1.2	AllocationUseContext	Owner for the use type (i.e. state abbreviation)	string	10	Y	Y	Required if AllocationUse is reported.	WC_Shared_v0.3.xsd	LU_BENEFICIAL_USE	CONTEXT	
1.0.6.8.6.1.3	AllocationUseTypeName	Name of the beneficial use.	string	35	Y	Y	Required if AllocationUse is reported.	WC_Shared_v0.3.xsd	LU_BENEFICIAL_USE	VALUE	
1.0.6.8.6.1.4	AllocationAmountSummary	Summary amount allocated to each allocation use type.	Header	1:MANY	Y		At least one instance of AllocationAmount is reqired if AllocationUse is reported.	WC_AllocationAmountSummary_v0.3.xsd	SUMMARY_ALLOCATION		
1.0.6.8.6.1.4.1	AmountNumber	"Value reported, measured, calculated, or estimated."	decimal	"18,3"	Y	N	Required if AllocationAmount is reported.	WC_Shared_v0.3.xsd	SUMMARY_ALLOCATION	AMOUNT	
1.0.6.8.6.1.4.2	FreshSalineIndicator	"Indicates whether the source is fresh water, saline water, or represents the total of both."	string	10	Y	Y	Required if AllocationAmount is reported.	WC_Shared_v0.3.xsd	SUMMARY_ALLOCATION	FRESH_SALINE_IND	
1.0.6.8.6.1.4.3	SourceTypeName	"Water Source: Ground, Surface, Reuse, Total"	string	10	Y	Y	Required if AllocationAmount is reported.	WC_Shared_v0.3.xsd	SUMMARY_ALLOCATION	SOURCE_TYPE	
1.0.6.8.6.1.4.4	PowerGeneratedNumber	"For thermoelectric energy uses, the amount of thermoelectric power generated (in megawatt/hours) during the reporting period."	decimal	"18,3"	N	N		WC_Shared_v0.3.xsd	SUMMARY_ALLOCATION	POWER_GENERATED	
1.0.6.8.6.1.4.5	PopulationServedNumber	"For Municipal uses, the population served within this reporting unit."	decimal	"18,3"	N	N		WC_Shared_v0.3.xsd	SUMMARY_ALLOCATION	POPULATION_SERVED	
1.0.6.8.6.1.4.6	IrrigationWaterSupply	Additional Metadata for irrigation water supply uses	Header	0:MANY	N			WC_IrrigationWaterSupply_v0.3.xsd	S_ALLOCATION_IRRIGATION		
1.0.6.8.6.1.4.6.1	IrrigationMethodName	"Name of the method used to irrigate (i.e. sprinkler, flood, microirrigation, etc.)"	string	30	N			WC_Shared_v0.3.xsd	S_ALLOCATION_IRRIGATION	IRRIGATION_METHOD	
1.0.6.8.6.1.4.6.2	AcresIrrigatedNumber	Number of acres irrigated using this method.	decimal	"18,3"	Y	N		WC_Shared_v0.3.xsd	S_ALLOCATION_IRRIGATION	ACRES_IRRIGATED	
1.0.6.8.6.1.4.6.3	CropTypeName	Crop type being irrigated	string	60	N	Y		WC_Shared_v0.3.xsd	S_ALLOCATION_IRRIGATION	CROP_TYPE	
1.0.6.8.7	WaterUseSummary	Summary of water use within the reporting unit by beneficial use category	Header	0:MANY	N			WC_WaterUseSummary_v0.3.xsd	SUMMARY_USE		
1.0.6.8.7.1	WaterUse	Beneficial use for which the water is used.	Header	1:MANY	Y			WC_WaterUse_v0.3.xsd	SUMMARY_USE		
1.0.6.8.7.1.1	WFSReference	Web Feature Service feature reference for the use estimate.	Header	1:1	N	N		WC_WFSReference_v0.3.xsd	SUMMARY_USE		
1.0.6.8.7.1.1.1	WFSFeatureIdentifier	The feature ID reference number	string	12	Y	N	Required if there is a WFS Reference	WC_Shared_v0.3.xsd	SUMMARY_USE	WFS_FEATURE_REF	
1.0.6.8.7.1.2	WaterUseContext	Owner for the use type (i.e. state abbreviation)	string	10	Y	Y	Required if WaterUse is reported.	WC_Shared_v0.3.xsd	LU_BENEFICIAL_USE	CONTEXT	
1.0.6.8.7.1.3	WaterUseTypeName	Name of the beneficial use.	string	35	Y	Y	Required if WaterUse is reported.	WC_Shared_v0.3.xsd	LU_BENEFICIAL_USE	VALUE	
1.0.6.8.7.1.4	WaterUseAmountSummary	Summary amount used for each use type.	Header	1:MANY	Y		At least one instance of WaterUseAmountSummary is reqired if WaterUse is reported.	WC_WaterUseAmountSummary_v0.3.xsd	SUMMARY_USE		
1.0.6.8.7.1.4.1	FreshSalineIndicator	"Indicates whether the source is fresh water, saline water, or represents the total of both."	string	10	Y	Y	Required if UseAmount is reported.	WC_Shared_v0.3.xsd	SUMMARY_USE	FRESH_SALINE_IND	
1.0.6.8.7.1.4.2	SourceTypeName	"Water Source: Ground, Surface, Reuse, Total"	string	10	Y	Y	Required if UseAmount is reported.	WC_Shared_v0.3.xsd	SUMMARY_USE	SOURCE_TYPE	
1.0.6.8.7.1.4.3	PowerGeneratedNumber	"For thermoelectric energy uses, the amount of thermoelectric power generated (in megawatt/hours) during the reporting period."	decimal	"18,3"	N	N	Must report in megawatt-hours (MWH)	WC_Shared_v0.3.xsd	SUMMARY_USE	POWER_GENERATED	
1.0.6.8.7.1.4.4	PopulationServedNumber	"For Municipal uses, the population served within this reporting unit."	decimal	"18,3"	N	N		WC_Shared_v0.3.xsd	SUMMARY_USE	POPULATION_SERVED	
1.0.6.8.7.1.4.5	IrrigationWaterSupply	Additional metadata for irrigation water supply uses	Header	0:MANY	N			WC_IrrigationWaterSupply_v0.3.xsd	S_USE_IRRIGATION		
1.0.6.8.7.1.4.5.1	IrrigationMethodName	"Name of the method used to irrigate (i.e. sprinkler, flood, microirrigation, etc.)"	string	30	N	Y	Required if IrrigationWaterSupply is reported.	WC_Shared_v0.3.xsd	S_USE_IRRIGATION	IRRIGATION_METHOD	
1.0.6.8.7.1.4.5.2	AcresIrrigatedNumber	Number of acres irrigated using this method.	decimal	"18,3"	Y	N		WC_Shared_v0.3.xsd	S_USE_IRRIGATION	ACRES_IRRIGATED	
1.0.6.8.7.1.4.5.3	CropTypeName	Crop type being irrigated	string	60	N	Y		WC_Shared_v0.3.xsd	S_USE_IRRIGATION	CROP_TYPE	
1.0.6.8.7.1.4.6	WaterUseAmount	Amount of water used	Header	1:MANY	Y		At least one instance of WaterUseAmount is required if WaterUseAmountSummary is reported.	WC_WaterUseAmount_v0.3.xsd	S_USE_AMOUNT		
1.0.6.8.7.1.4.6.1	AmountNumber	"Value reported, measured, calculated, or estimated."	decimal	"18,3"	Y	N	Required if WaterUseAmount is reported.	WC_Shared_v0.3.xsd	S_USE_AMOUNT	AMOUNT	
1.0.6.8.7.1.4.6.2	ConsumptiveIndicator	An indication of whether the reported amount represents a consumptive amount or a withdrawn amount	string	10	Y	Y	Required if WaterUseAmount is reported.	WC_Shared_v0.3.xsd	S_USE_AMOUNT	CONSUMPTIVE_INDICATOR	
1.0.6.8.7.1.4.6.3	Method	"Method used to determine the metric, calculation or estimate."	Header	1:1	Conditional			WC_Method_v0.3.xsd	S_USE_AMOUNT	METHOD_ID	
1.0.6.8.7.1.4.6.3.1	MethodContext	The owner of the method.  Methods should be registered with the exchange which is managed by WSWC	string	10	Y	Y	Required if Method is reported	WC_Shared_v0.3.xsd	LU_METHODS	CONTEXT	
1.0.6.8.7.1.4.6.3.2	MethodName	The name of the method used.	string	35	Y	Y	Required if Method is reported	WC_Shared_v0.3.xsd	LU_METHODS	VALUE	
1.0.6.8.7.1.4.6.3.3	DataCoverageValue	"An indicator of data coverage (i.e., spatial coverage or completeness of the data)"	decimal	"18,3"	N	Y	Should be reported as a percentage	WC_Shared_v0.3.xsd	LU_METHODS	DATA_COVERAGE	
1.0.6.8.7.1.4.6.3.4	DataQualityValue	"An indicator of data quality or grading (e.g. fair, good, best, unreported), or using the NEMS data quality grading system."	string	35	N	N	"Any grading indicator is acceptable, but please use NEMS quality indicators if possible."	WC_Shared_v0.3.xsd	LU_METHODS	DATA_QUALITY	
1.0.6.8.7.1.4.6.3.5	DataConfidenceValue	"An indicator of data confidence, should be a confidence interval (e.g. 90%, 50%, etc.)"	decimal	"18,3"	N	Y	Should be reported as a percentage	WC_Shared_v0.3.xsd	LU_METHODS	DATA_CONFIDENCE	
1.0.6.8.7.1.4.6.4	TimeFrame	"Time frame for the availability estimate, allocation, diversion, or use."	Header	1:1	Y			WC_TimeFrame_v0.3.xsd	S_USE_AMOUNT		
1.0.6.8.7.1.4.6.4.1	TimeFrameStartName	"Starting date for the availability estimate, allocation, diversion, or use. Report as MM/DD."	string	5	Y	N		WC_Shared_v0.3.xsd	S_USE_AMOUNT	START_DATE	
1.0.6.8.7.1.4.6.4.2	TimeFrameEndName	"Ending date for the  availability estimate, allocation, diversion, or use. Report as MM/DD."	string	5	Y	N		WC_Shared_v0.3.xsd	S_USE_AMOUNT	END_DATE	
1.0.6.8.8	DerivedWaterSupplySummary	Summary of derived water supply within the reporting unit for the reporting year.	Header	0:MANY	N			WC_DerivedWaterSupply_v0.3.xsd	SUMMARY_WATER_SUPPLY		
1.0.6.8.8.1	DerivedWaterSupplyType	Water Supply Type	Header	1:MANY	Y		Required if DerivedWaterSupplySummary is reported.	WC_DerivedWaterSupplyType_v0.3.xsd	SUMMARY_WATER_SUPPLY		
1.0.6.8.8.1.1	WFSReference	Web Feature Service feature reference for the water supply estimate.	Header	1:1	N	N		WC_WFSReference_v0.3.xsd	SUMMARY_WATER_SUPPLY		
1.0.6.8.8.1.1.1	WFSFeatureIdentifier	The feature ID reference number	string	12	Y	N	Required if there is a WFS Reference	WC_Shared_v0.3.xsd	SUMMARY_WATER_SUPPLY	WFS_FEATURE_REF	
1.0.6.8.8.1.2	WaterSupplyTypeName	"Name of the water supply type (i.e. flow, storage, etc.)"	string	35	Y	Y	Required if DerivedWaterSupplyType is reported.	WC_Shared_v0.3.xsd	SUMMARY_WATER_SUPPLY	WATER_SUPPLY_TYPE	
1.0.6.8.8.1.3	SupplyAmountSummary	Water supply summaries for the specified time frame	Header	1:MANY	Y		Required if DerivedWaterSupplyType is reported.	WC_SupplyAmountSummary_v0.3.xsd	S_WATER_SUPPLY_AMOUNT		
1.0.6.8.8.1.3.1	AmountNumber	"Value reported, measured, calculated, or estimated."	decimal	"18,3"	Y	N	Required if SupplyAmountSummary is reported.	WC_Shared_v0.3.xsd	S_WATER_SUPPLY_AMOUNT	AMOUNT	
1.0.6.8.8.1.3.2	Method	"Method used to determine the metric, calculation or estimate."	Header	1:1	Conditional			WC_Method_v0.3.xsd	S_WATER_SUPPLY_AMOUNT	METHOD_ID	
1.0.6.8.8.1.3.2.1	MethodContext	The owner of the method.  Methods should be registered with the exchange which is managed by WSWC	string	10	Y	Y	Required if Method is reported	WC_Shared_v0.3.xsd	LU_METHODS	CONTEXT	
1.0.6.8.8.1.3.2.2	MethodName	The name of the method used.	string	35	Y	Y	Required if Method is reported	WC_Shared_v0.3.xsd	LU_METHODS	VALUE	
1.0.6.8.8.1.3.2.3	DataCoverageValue	"An indicator of data coverage (i.e., spatial coverage or completeness of the data)"	decimal	"18,3"	N	Y	Should be reported as a percentage	WC_Shared_v0.3.xsd	LU_METHODS	DATA_COVERAGE	
1.0.6.8.8.1.3.2.4	DataQualityValue	"An indicator of data quality or grading (e.g. fair, good, best, unreported), or using the NEMS data quality grading system."	string	35	N	N	"Any grading indicator is acceptable, but please use NEMS quality indicators if possible."	WC_Shared_v0.3.xsd	LU_METHODS	DATA_QUALITY	
1.0.6.8.8.1.3.2.5	DataConfidenceValue	"An indicator of data confidence, should be a confidence interval (e.g. 90%, 50%, etc.)"	decimal	"18,3"	N	Y	Should be reported as a percentage	WC_Shared_v0.3.xsd	LU_METHODS	DATA_CONFIDENCE	
1.0.6.8.8.1.3.3	TimeFrame	"Time frame for the availability estimate, allocation, diversion, or use."	Header	1:1	Y			WC_TimeFrame_v0.3.xsd	S_WATER_SUPPLY_AMOUNT		
1.0.6.8.8.1.3.3.1	TimeFrameStartName	"Starting date for the availability estimate, allocation, diversion, or use. Report as MM/DD."	string	5	Y	N		WC_Shared_v0.3.xsd	S_WATER_SUPPLY_AMOUNT	START_DATE	
1.0.6.8.8.1.3.3.2	TimeFrameEndName	"Ending date for the  availability estimate, allocation, diversion, or use. Report as MM/DD."	string	5	Y	N		WC_Shared_v0.3.xsd	S_WATER_SUPPLY_AMOUNT	END_DATE	
1.0.6.8.9	RegulatorySummary	Summary of regulatory status for the reporting unit.	Header	0:MANY	N			WC_RegulatorySummary_v0.3.xsd	SUMMARY_REGULATORY		
1.0.6.8.9.1	RegulatoryType	A Description of the restriction on water use in the reporting unit.	Header	1:MANY	Y		Required if RegulatorySummary is reported.	WC_RegulatoryType_v0.3.xsd	SUMMARY_REGULATORY		
1.0.6.8.9.1.1	WFSReference	Web Feature Service feature reference for the regulatory summary	Header	1:1	N	N		WC_WFSReference_v0.3.xsd	SUMMARY_REGULATORY		
1.0.6.8.9.1.1.1	WFSFeatureIdentifier	The feature ID reference number	string	12	Y	N	Required if there is a WFS Reference	WC_Shared_v0.3.xsd	SUMMARY_REGULATORY	WFS_FEATURE_REF	
